# SAstep                 <H>               error
3043           -0.422254          0.00334899
3044           -0.438906          0.00356986
3045           -0.440783           0.0046717
3046           -0.445843          0.00313044
3047           -0.452431          0.00372439
3048           -0.435967          0.00343426
3049           -0.432446          0.00382412
3050           -0.428787          0.00344406
3051           -0.433294          0.00408257
3052           -0.418836          0.00275715
3053           -0.435295          0.00571911
3054           -0.445852          0.00422816
3055             -0.4414          0.00432327
3056           -0.443775          0.00399284
3057           -0.435797          0.00370715
3058           -0.430151          0.00665594
3059           -0.433571          0.00513183
3060           -0.412693          0.00661197
3061           -0.403487           0.0111162
3062           -0.437181           0.0047781
3063           -0.433248          0.00513488
3064           -0.417931           0.0068877
3065           -0.429483          0.00737801
3066           -0.438497          0.00335651
3067           -0.385441          0.00673058
3068            -0.44821          0.00343967
3069           -0.434153          0.00276549
3070           -0.440708          0.00297966
3071           -0.426614          0.00551992
3072            -0.41626          0.00606918
3073           -0.406053          0.00746616
3074           -0.413399          0.00446336
3075           -0.426383          0.00461951
3076           -0.407076          0.00416914
3077           -0.424315          0.00224622
3078           -0.413825          0.00579775
3079           -0.414287          0.00414502
3080           -0.424002           0.0041627
3081           -0.441408          0.00241755
3082           -0.437768          0.00361469
3083           -0.439055          0.00353188
3084           -0.435637           0.0048297
3085           -0.436466          0.00396653
3086           -0.433924           0.0035597
3087           -0.442712          0.00344569
3088           -0.440484          0.00410639
3089           -0.428497          0.00399567
3090           -0.432095          0.00430845
3091           -0.433177          0.00483632
3092           -0.435261          0.00441065
3093           -0.434081          0.00397816
3094           -0.437394          0.00322314
3095           -0.431943          0.00359096
3096           -0.442027          0.00424692
3097            -0.44199          0.00362003
3098           -0.438801          0.00419873
3099           -0.433884          0.00381432
3100           -0.444036          0.00320892
3101           -0.432555          0.00462894
3102            -0.43327           0.0027844
3103           -0.439967          0.00485362
3104            -0.44011          0.00403276
3105           -0.430114          0.00354287
3106           -0.440321          0.00500778
3107           -0.436945          0.00430278
3108           -0.444721          0.00287185
3109           -0.440998          0.00425603
3110           -0.435523          0.00522614
3111           -0.394445           0.0110326
3112           -0.413127          0.00616354
3113           -0.371982          0.00912069
3114           -0.362661           0.0101924
3115           -0.407453          0.00901443
3116           -0.403308           0.0083259
3117           -0.422382          0.00636115
3118           -0.423145          0.00658404
3119            -0.43061          0.00495423
3120            -0.44868          0.00283677
3121           -0.443721          0.00342913
3122           -0.446972          0.00257379
3123           -0.419095          0.00429602
3124           -0.394523          0.00321961
3125           -0.411039          0.00391061
3126           -0.382772          0.00506144
3127           -0.408149          0.00376716
3128           -0.428078          0.00392094
3129           -0.414056          0.00359468
3130            -0.41537          0.00308358
3131           -0.408621          0.00565967
3132           -0.436048          0.00229688
3133           -0.437225          0.00384279
3134            -0.42308          0.00339368
3135            -0.40177          0.00345657
3136           -0.406601          0.00422301
3137           -0.431164          0.00314745
3138           -0.421459          0.00425628
3139           -0.408666          0.00660138
3140           -0.422257          0.00548572
3141           -0.441148          0.00464541
3142           -0.421226          0.00665216
3143           -0.419426          0.00753711
3144            -0.43584          0.00383333
3145            -0.43334          0.00326513
3146           -0.435046          0.00544835
3147           -0.452829          0.00419433
3148           -0.433328          0.00378578
3149           -0.411887          0.00496477
3150           -0.432247          0.00441797
3151           -0.444527          0.00365148
3152           -0.433294          0.00332992
3153           -0.416566          0.00309016
3154           -0.394025           0.0027194
3155           -0.398519          0.00455518
3156           -0.401618          0.00447778
3157           -0.392644          0.00398818
3158           -0.397461          0.00585789
3159           -0.394479          0.00467436
3160           -0.419153          0.00364685
3161           -0.409559          0.00483646
3162           -0.412787          0.00431944
3163           -0.403458          0.00235229
3164           -0.392492          0.00337827
3165           -0.391257          0.00426175
3166            -0.40455          0.00284076
3167           -0.388712          0.00458384
3168           -0.410693          0.00340581
3169           -0.400629          0.00383472
3170           -0.396298          0.00486222
3171           -0.396642          0.00559113
3172           -0.406755           0.0042527
3173           -0.430585           0.0031377
3174           -0.426508          0.00355959
3175           -0.431335          0.00304138
3176           -0.436857          0.00468018
3177           -0.434335          0.00411126
3178           -0.440782          0.00342831
3179           -0.432065          0.00302595
3180           -0.433406          0.00418027
3181           -0.428605           0.0047578
3182           -0.442601          0.00451607
3183           -0.421263          0.00663984
3184           -0.435021           0.0030146
3185           -0.435099          0.00459868
3186           -0.427632          0.00408259
3187           -0.436441          0.00308989
3188           -0.429006          0.00399954
3189           -0.389626          0.00590365
3190           -0.403261          0.00373015
3191           -0.437902          0.00341727
3192           -0.436365          0.00408136
3193           -0.419481          0.00379861
3194           -0.422304          0.00279713
3195           -0.431328          0.00385963
3196           -0.450409          0.00401983
3197           -0.436627          0.00360933
3198           -0.430573          0.00572685
3199           -0.440256          0.00385033
3200           -0.425481           0.0055781
3201           -0.428427          0.00473505
3202           -0.445946           0.0050624
3203           -0.447891          0.00433998
3204           -0.439401          0.00365415
3205            -0.43607          0.00325078
3206           -0.433557          0.00489286
3207           -0.419278          0.00526205
3208           -0.437533          0.00504469
3209           -0.431498           0.0039336
3210           -0.433329          0.00359058
3211            -0.41381          0.00470191
3212           -0.437626          0.00394431
3213           -0.409315           0.0042679
3214           -0.423447           0.0049234
3215           -0.440032          0.00419485
3216           -0.434297          0.00395761
3217           -0.428166          0.00422181
3218           -0.427275          0.00428301
3219            -0.40751          0.00551068
3220           -0.433354          0.00356516
3221           -0.433316          0.00321734
3222           -0.451008          0.00196017
3223           -0.441591          0.00348778
3224            -0.45008          0.00337587
3225           -0.436292          0.00411156
3226           -0.446698          0.00245737
3227            -0.43986          0.00328773
3228           -0.437608          0.00302035
3229           -0.443421          0.00305318
3230           -0.430241          0.00908092
3231           -0.444649          0.00344071
3232            -0.42827          0.00447022
3233           -0.398899          0.00910824
3234           -0.414819          0.00388329
3235           -0.442649          0.00414395
3236            -0.44604          0.00406029
3237           -0.445718          0.00344722
3238           -0.437863           0.0031949
3239           -0.435885          0.00364324
3240           -0.439575          0.00443144
3241            -0.43413           0.0043013
3242           -0.437301          0.00417737
3243           -0.391835          0.00539792
3244            -0.39878          0.00694924
3245           -0.395796          0.00589056
3246           -0.403346          0.00561177
3247           -0.427543           0.0050994
3248           -0.446276          0.00277341
3249           -0.440023          0.00487883
3250           -0.435235          0.00373213
3251           -0.428698          0.00410149
3252           -0.436792          0.00435064
3253           -0.426478          0.00542352
3254            -0.43798          0.00336435
3255           -0.432721          0.00326125
3256           -0.439419          0.00377919
3257           -0.440043          0.00312972
3258           -0.441205          0.00403646
3259           -0.440748          0.00391952
3260           -0.449883          0.00294776
3261           -0.443197          0.00353631
3262           -0.443832           0.0041361
3263           -0.430772          0.00375379
3264           -0.435924          0.00543322
3265           -0.426398           0.0063651
3266           -0.422844          0.00644545
3267           -0.434019           0.0055786
3268           -0.404004          0.00653289
3269           -0.396534          0.00707428
3270           -0.427109          0.00507947
3271           -0.435851          0.00550767
3272           -0.438731          0.00394983
3273           -0.424394          0.00385796
3274           -0.444719          0.00346837
3275           -0.438463          0.00309577
3276           -0.436158          0.00259377
3277           -0.427046          0.00466307
3278           -0.408701          0.00492587
3279           -0.392227          0.00603224
3280           -0.406501          0.00780629
3281           -0.414425          0.00614021
3282           -0.410875          0.00601073
3283           -0.395482          0.00936398
3284           -0.419953          0.00550875
3285           -0.424581          0.00591655
3286           -0.430895           0.0056667
3287           -0.440063          0.00533853
3288           -0.435897          0.00618892
3289           -0.444695           0.0035021
3290            -0.42957          0.00428778
3291           -0.444053          0.00289971
3292           -0.437164          0.00302259
3293           -0.443443          0.00452342
3294           -0.439652          0.00495804
3295           -0.428193          0.00571238
3296           -0.430027          0.00628697
3297           -0.416334          0.00605502
3298            -0.40818          0.00538727
3299           -0.421802          0.00937512
3300           -0.433299          0.00349906
3301           -0.441152          0.00312746
3302           -0.447568          0.00349564
3303           -0.446652          0.00405135
3304           -0.436383          0.00483583
3305           -0.446803          0.00327442
3306           -0.443114          0.00429306
3307           -0.440388          0.00355826
3308           -0.438241          0.00286413
3309           -0.450115          0.00337908
3310            -0.44437          0.00423999
3311           -0.427609          0.00487129
3312           -0.423583           0.0043687
3313           -0.429807          0.00421449
3314           -0.425312          0.00657902
3315           -0.434021          0.00441388
3316            -0.42952          0.00610933
3317           -0.408702          0.00820226
3318           -0.403827          0.00738201
3319           -0.414118           0.0064331
3320            -0.42266          0.00547975
3321           -0.432998          0.00571104
3322           -0.436875          0.00412405
3323           -0.442648          0.00382608
3324           -0.425054          0.00361338
3325           -0.411364          0.00426959
3326           -0.410652          0.00423415
3327            -0.39214          0.00586601
3328           -0.390875           0.0059856
3329           -0.374178          0.00969369
3330           -0.406023          0.00586543
3331           -0.395249          0.00544767
3332           -0.390119          0.00792759
3333           -0.403021          0.00559029
3334           -0.413837          0.00761222
3335           -0.424462          0.00707668
3336           -0.424279           0.0049513
3337           -0.425545          0.00438422
3338           -0.422569          0.00369758
3339           -0.395666          0.00573242
3340           -0.405812          0.00459634
3341           -0.415522           0.0039079
3342           -0.412924          0.00452977
3343           -0.415996          0.00430216
3344             -0.4251           0.0028608
3345           -0.440016          0.00505666
3346           -0.439341          0.00430421
3347           -0.434825          0.00508292
3348           -0.448502          0.00341889
3349           -0.438263          0.00375332
3350            -0.44261          0.00310325
3351           -0.445985          0.00357836
3352           -0.436629          0.00542462
3353           -0.445078          0.00314695
3354           -0.432951          0.00589416
3355            -0.44278          0.00347726
3356           -0.438529          0.00423308
3357           -0.439567          0.00512341
3358           -0.434361          0.00371881
3359           -0.430905          0.00308352
3360           -0.424153          0.00574601
3361           -0.422786           0.0035177
3362           -0.443297          0.00414682
3363           -0.445067          0.00324664
3364            -0.44128          0.00386128
3365           -0.433871          0.00349513
3366           -0.439784          0.00494264
3367           -0.437653          0.00372437
3368           -0.443124          0.00587022
3369           -0.438261          0.00490891
3370           -0.440549          0.00336949
3371           -0.427412          0.00492871
3372           -0.448368          0.00288408
3373           -0.436102          0.00318651
3374           -0.439497          0.00334048
3375           -0.439604          0.00363494
3376           -0.443247          0.00273511
3377           -0.437626           0.0038214
3378           -0.435282           0.0048275
3379           -0.434803          0.00537787
3380           -0.437489          0.00401091
3381            -0.43659          0.00547448
3382           -0.434854           0.0054694
3383           -0.449047          0.00406054
3384           -0.433972          0.00544783
3385           -0.428937          0.00659393
3386           -0.428367          0.00416211
3387           -0.412866          0.00397386
3388           -0.429276          0.00220267
3389           -0.444851           0.0032881
3390           -0.438966           0.0038472
3391           -0.429385          0.00304556
3392           -0.436632          0.00315759
3393           -0.428755          0.00339355
3394           -0.431009          0.00290701
3395           -0.434827          0.00252599
3396           -0.447593           0.0036692
3397           -0.435354          0.00325559
3398           -0.436995          0.00255893
3399            -0.43517          0.00388259
3400           -0.444162          0.00445049
3401           -0.435888          0.00427654
3402           -0.450276          0.00236548
3403           -0.436372          0.00403391
3404           -0.428978           0.0030068
3405           -0.401845          0.00680281
3406             -0.4315          0.00411008
3407           -0.445915          0.00449463
3408           -0.441711          0.00319639
3409           -0.434675          0.00472455
3410           -0.442173          0.00351741
3411           -0.442079          0.00321323
3412           -0.428912           0.0033401
3413             -0.4383          0.00306055
3414           -0.436536          0.00468156
3415           -0.444626          0.00237507
3416           -0.440332          0.00409814
3417            -0.43459           0.0033189
3418           -0.447362          0.00358271
3419           -0.451741           0.0026073
3420           -0.426323          0.00595742
3421           -0.442032          0.00425862
3422           -0.431888            0.003086
3423            -0.43279          0.00485178
3424           -0.437051          0.00385748
3425           -0.438035          0.00430989
3426           -0.435701          0.00604578
3427           -0.435075          0.00438049
3428           -0.429914          0.00387331
3429           -0.414209          0.00411844
3430           -0.421679          0.00373549
3431           -0.428318          0.00385397
3432            -0.42527          0.00233991
3433           -0.416862           0.0062805
3434           -0.423542          0.00612007
3435           -0.434881          0.00385512
3436           -0.422192          0.00565331
3437           -0.401597           0.0052617
3438           -0.406853          0.00586286
3439           -0.412939          0.00876976
3440           -0.428472          0.00483819
3441           -0.439395          0.00366751
3442           -0.424788          0.00461901
3443           -0.427649          0.00539696
3444           -0.427972          0.00527781
3445           -0.423869          0.00756161
3446           -0.444117          0.00363318
3447           -0.444097          0.00364354
3448           -0.446123          0.00477262
3449            -0.42694          0.00560887
3450            -0.43465           0.0042769
3451           -0.441563          0.00393325
3452           -0.429716          0.00484353
3453            -0.44654           0.0041746
3454           -0.445395          0.00290688
3455           -0.446154          0.00305327
3456           -0.433064          0.00542638
3457           -0.435715          0.00417229
3458            -0.43196          0.00276385
3459           -0.439942          0.00617501
3460           -0.446401          0.00415668
3461           -0.435645          0.00287646
3462           -0.435959          0.00347595
3463           -0.423429          0.00287388
3464           -0.435759          0.00458918
3465           -0.433583          0.00488222
3466           -0.434712          0.00405804
3467           -0.443857          0.00590258
3468           -0.437431          0.00496333
3469           -0.430519          0.00312789
3470           -0.431553           0.0031575
3471           -0.430498          0.00386556
3472           -0.423515          0.00254218
3473           -0.425971           0.0039284
3474           -0.430237          0.00434467
3475           -0.438568          0.00322972
3476           -0.434517           0.0027981
3477           -0.441084           0.0033708
3478           -0.443107          0.00460586
3479           -0.436389          0.00406934
3480           -0.451292          0.00387987
3481           -0.429432          0.00680819
3482           -0.442729            0.004264
3483           -0.437459           0.0048172
3484           -0.437193           0.0055894
3485           -0.441569          0.00283795
3486           -0.429684          0.00320747
3487           -0.441975          0.00284414
3488           -0.434566          0.00339071
3489           -0.433255          0.00382262
3490           -0.432107          0.00382375
3491           -0.444606          0.00461465
3492            -0.44335          0.00392892
3493           -0.438845          0.00412592
3494            -0.43315          0.00394259
3495           -0.443818           0.0029107
3496           -0.440665           0.0043946
3497           -0.443922          0.00397851
3498           -0.440252           0.0031889
3499           -0.443055          0.00376861
3500           -0.429688          0.00455304
3501           -0.431218          0.00374051
3502           -0.438192          0.00343761
3503           -0.428373          0.00512967
3504           -0.430054          0.00416733
3505           -0.439162          0.00357041
3506           -0.434717          0.00424274
3507           -0.420904          0.00376197
3508            -0.43638          0.00519892
3509           -0.447815          0.00324384
3510           -0.438856          0.00540785
3511           -0.443391          0.00329869
3512           -0.441196          0.00456041
3513           -0.440914          0.00493602
3514            -0.43805          0.00444358
3515           -0.433083          0.00587667
3516           -0.433996          0.00488873
3517           -0.438606          0.00416714
3518           -0.436531          0.00401023
3519           -0.443262          0.00344313
3520            -0.43001          0.00457122
3521           -0.438575          0.00288781
3522           -0.437964          0.00433876
3523           -0.428312          0.00337213
3524           -0.423435          0.00500436
3525           -0.415008          0.00306033
3526           -0.430714          0.00464251
3527           -0.418879          0.00394044
3528           -0.388921          0.00542702
3529            -0.40151          0.00356229
3530           -0.424961          0.00280861
3531           -0.429037          0.00314332
3532           -0.436014           0.0043164
3533           -0.432137          0.00434925
3534           -0.423506          0.00326891
3535           -0.428121          0.00368815
3536           -0.436134          0.00268362
3537           -0.429034          0.00475079
3538           -0.417874          0.00492922
3539           -0.419928          0.00686279
3540           -0.431374          0.00548838
3541           -0.444098          0.00377747
3542           -0.424919          0.00469842
3543           -0.426653           0.0047318
3544           -0.438185           0.0039221
3545           -0.440108          0.00462056
3546           -0.432551          0.00453519
3547            -0.44886          0.00399857
3548           -0.444588          0.00343671
3549           -0.440495          0.00414895
3550           -0.445373           0.0028629
3551           -0.445385          0.00319503
3552           -0.445896          0.00366288
3553           -0.439705          0.00482082
3554           -0.431109          0.00464458
3555           -0.439566          0.00446033
3556           -0.445982          0.00281427
3557            -0.44423          0.00333619
3558           -0.444818          0.00479354
3559           -0.441595          0.00318174
3560           -0.439645          0.00434734
3561            -0.43818          0.00405044
3562           -0.433183          0.00427922
3563           -0.439605          0.00352616
3564           -0.446094          0.00342694
3565           -0.435993          0.00414915
3566           -0.431999          0.00457173
3567           -0.448037          0.00330018
3568            -0.43409          0.00518305
3569             -0.4426          0.00429205
3570            -0.43668          0.00393064
3571           -0.447286           0.0030582
3572           -0.434301          0.00296833
3573           -0.428839          0.00392906
3574           -0.432314          0.00370346
3575           -0.435731          0.00264782
3576           -0.439374          0.00519778
3577           -0.430404          0.00516199
3578           -0.441398          0.00388606
3579           -0.438175          0.00277324
3580           -0.442426          0.00401498
3581           -0.444066          0.00394576
3582           -0.440273          0.00396045
3583           -0.446983          0.00410957
3584           -0.428192          0.00295903
3585           -0.400853          0.00432827
3586           -0.402202          0.00510001
3587           -0.423632          0.00513913
3588           -0.429061           0.0039144
3589           -0.435477           0.0046344
3590           -0.431433          0.00647034
3591           -0.439399          0.00501747
3592           -0.440693          0.00392341
3593           -0.439008          0.00488437
3594           -0.438321          0.00471824
3595           -0.425876          0.00382263
3596           -0.432056          0.00329273
3597           -0.452167          0.00353686
3598           -0.442791           0.0033346
3599           -0.432891          0.00364666
3600            -0.44235          0.00459197
3601           -0.429793          0.00449171
3602           -0.434681          0.00284123
3603           -0.426038          0.00372288
3604           -0.426152          0.00433906
3605           -0.433379          0.00364637
3606           -0.411573          0.00454801
3607           -0.437073          0.00276951
3608           -0.447205          0.00431091
3609           -0.440006          0.00412442
3610           -0.441625          0.00355952
3611           -0.440746          0.00533324
3612           -0.437811          0.00545357
3613            -0.42885          0.00663465
3614           -0.424811          0.00639574
3615           -0.434008          0.00380957
3616           -0.426054          0.00754375
3617            -0.42893          0.00530279
3618           -0.428524          0.00755812
3619           -0.427498          0.00417785
3620           -0.418049          0.00582856
3621           -0.430609          0.00676478
3622           -0.434188          0.00598416
3623           -0.439724          0.00384421
3624           -0.439289          0.00330124
3625           -0.439913          0.00372592
3626           -0.439347          0.00368294
3627           -0.447312          0.00343061
3628           -0.440205          0.00424333
3629           -0.448694          0.00259093
3630           -0.426729          0.00567724
3631           -0.437617          0.00492845
3632           -0.448478          0.00362945
3633             -0.4447          0.00325716
3634           -0.440149           0.0030062
3635           -0.436644           0.0039358
3636           -0.445131          0.00386302
3637           -0.442489          0.00331934
3638           -0.438503          0.00532274
3639           -0.442723          0.00378911
3640           -0.440369          0.00397183
3641            -0.43479          0.00632628
3642           -0.416669          0.00317953
3643           -0.437833          0.00443875
3644           -0.417553          0.00358097
3645           -0.440098          0.00331108
3646           -0.426985          0.00412613
3647           -0.442533          0.00334621
3648           -0.428789           0.0051853
3649           -0.429037          0.00471258
3650           -0.440415           0.0037211
3651           -0.431297          0.00450599
3652           -0.441983          0.00454745
3653            -0.43719          0.00558145
3654           -0.442946          0.00316047
3655           -0.430903          0.00415355
3656           -0.441077          0.00354702
3657           -0.433196          0.00336554
3658           -0.446702          0.00358734
3659           -0.446503           0.0039508
3660           -0.426175          0.00356557
3661           -0.422078          0.00428519
3662           -0.433705          0.00452274
3663           -0.435344          0.00399986
3664           -0.442617          0.00432868
3665           -0.436157          0.00387605
3666           -0.436553          0.00455583
3667           -0.432404          0.00448411
3668           -0.427777          0.00453261
3669           -0.439784          0.00381683
3670           -0.436553          0.00322617
3671           -0.432355           0.0030105
3672            -0.43175          0.00499496
3673           -0.429642           0.0032937
3674           -0.436453          0.00286998
3675           -0.432487          0.00316739
3676           -0.414173          0.00387854
3677            -0.43899          0.00351274
3678           -0.439167          0.00386236
3679           -0.434374          0.00325832
3680           -0.438621          0.00338101
3681           -0.437822          0.00503955
3682            -0.43932          0.00455094
3683           -0.434776          0.00524326
3684           -0.438424           0.0037133
3685           -0.439273          0.00503325
3686           -0.441038          0.00285383
3687           -0.437439          0.00301361
3688           -0.432838           0.0040809
3689           -0.428457          0.00346203
3690           -0.434341          0.00247657
3691           -0.426032          0.00402186
3692           -0.416645          0.00180064
3693           -0.422935          0.00350672
3694           -0.436826          0.00385651
3695           -0.442831          0.00420406
3696           -0.444263          0.00364165
3697           -0.435034          0.00299876
3698           -0.441173          0.00503335
3699           -0.442569          0.00244572
3700           -0.450146          0.00247498
3701           -0.442621            0.004252
3702            -0.43485          0.00519343
3703           -0.434239          0.00569754
3704           -0.445999          0.00323524
3705           -0.430834           0.0055523
3706           -0.429336          0.00475178
3707           -0.432489          0.00449536
3708           -0.429573          0.00416712
3709           -0.435631          0.00497171
3710           -0.441918          0.00479148
3711           -0.443573          0.00393334
3712           -0.438658          0.00349277
3713           -0.421789           0.0048387
3714           -0.437509          0.00372188
3715           -0.439924          0.00323437
3716           -0.436642          0.00357535
3717           -0.439801          0.00356214
3718           -0.444351          0.00397133
3719            -0.44609          0.00433322
3720           -0.444804          0.00347421
3721           -0.440789            0.003646
3722           -0.425687          0.00497525
3723            -0.43007           0.0031419
3724           -0.443592          0.00344675
3725           -0.435116          0.00377721
3726           -0.443286          0.00372938
3727           -0.441688          0.00451679
3728           -0.445486          0.00312776
3729           -0.438182          0.00270292
3730           -0.435122          0.00304298
3731           -0.442033          0.00400022
3732           -0.448083          0.00345456
3733           -0.442441          0.00364733
3734           -0.441401          0.00516474
3735           -0.450628          0.00352466
3736           -0.436164          0.00396997
3737           -0.447679          0.00430222
3738           -0.440827          0.00421059
3739           -0.439002          0.00461386
3740             -0.4472          0.00300248
3741           -0.436393          0.00533788
3742           -0.437668          0.00390213
3743           -0.447662          0.00372609
3744           -0.437235          0.00461919
3745           -0.433182          0.00497167
3746           -0.439994          0.00412923
3747           -0.436133          0.00489419
3748           -0.429751          0.00778592
3749           -0.432957          0.00490069
3750           -0.443922          0.00410507
3751           -0.435172          0.00441514
3752           -0.437591          0.00350915
3753           -0.444277          0.00404538
3754           -0.446171           0.0034338
3755            -0.44227          0.00402731
3756           -0.438344          0.00357576
3757           -0.437257          0.00519239
3758           -0.443548          0.00431632
3759           -0.447281          0.00474979
3760            -0.44439          0.00400101
3761           -0.442833          0.00314356
3762           -0.441234          0.00335914
3763           -0.441774          0.00341466
3764           -0.442451          0.00327015
3765           -0.426757          0.00349353
3766           -0.424388          0.00428025
3767           -0.439839          0.00566987
3768           -0.443094           0.0048917
3769           -0.446287           0.0033966
3770           -0.440013          0.00324835
3771           -0.429763          0.00417626
3772           -0.427536          0.00418979
3773            -0.44074          0.00376073
3774            -0.43314          0.00437525
3775           -0.424312          0.00524707
3776           -0.441711           0.0046667
3777           -0.440025          0.00437693
3778           -0.431173          0.00331356
3779           -0.441237          0.00458234
3780           -0.448921          0.00417045
3781           -0.442903          0.00379261
3782           -0.440827          0.00311681
3783           -0.437297          0.00544596
3784            -0.44629          0.00368944
3785           -0.447954          0.00277138
3786           -0.443516          0.00393893
3787           -0.443164          0.00345206
3788           -0.438336           0.0030142
3789           -0.435556          0.00395044
3790           -0.427033           0.0041164
3791           -0.436081          0.00444933
3792           -0.437178          0.00314893
3793           -0.434055          0.00409863
3794           -0.443516          0.00394367
3795           -0.442531          0.00314529
3796           -0.441176          0.00265495
3797           -0.440038          0.00341126
3798           -0.425373          0.00363968
3799            -0.42126          0.00442324
3800           -0.429661          0.00362665
3801           -0.438928           0.0030855
3802           -0.430382          0.00363295
3803            -0.44305          0.00367043
3804           -0.440484          0.00618652
3805           -0.440606          0.00352948
3806           -0.436245          0.00313408
3807           -0.442117          0.00402392
3808           -0.437159          0.00462546
3809            -0.43794          0.00474116
3810           -0.432503          0.00420774
3811           -0.444043          0.00338759
3812           -0.450726          0.00368049
3813           -0.441317          0.00249307
3814           -0.443032          0.00296209
3815           -0.441459          0.00473796
3816           -0.436868           0.0042357
3817           -0.441512          0.00322583
3818           -0.441173          0.00372343
3819           -0.437808          0.00360608
3820           -0.433845          0.00310059
3821           -0.445568          0.00409261
3822           -0.439517           0.0043343
3823           -0.439026          0.00295695
3824           -0.432679          0.00373877
3825           -0.432252          0.00348333
3826           -0.440316          0.00416602
3827            -0.44701          0.00338986
3828           -0.448766          0.00295211
3829            -0.43528          0.00436141
3830           -0.433393          0.00358511
3831            -0.45038          0.00400342
3832           -0.445003          0.00343013
3833           -0.438461          0.00254947
3834           -0.430807          0.00478649
3835           -0.434261          0.00436728
3836           -0.440008          0.00293309
3837           -0.442046          0.00382983
3838           -0.445311           0.0040922
3839           -0.441622          0.00431219
3840           -0.433826           0.0051252
3841            -0.44362          0.00329613
3842           -0.440541          0.00324144
3843            -0.42995          0.00811144
3844           -0.424987           0.0052743
3845           -0.435885          0.00389574
3846           -0.439209           0.0048922
3847           -0.447401          0.00365935
3848           -0.447849          0.00398016
3849            -0.44476          0.00343741
3850           -0.444487          0.00476298
3851           -0.441049          0.00309709
3852           -0.441586          0.00359995
3853           -0.441857          0.00684629
3854           -0.437383          0.00485949
3855           -0.436698           0.0035871
3856           -0.441381          0.00530279
3857           -0.439319          0.00689449
3858           -0.428787          0.00512969
3859           -0.441964          0.00334975
3860           -0.433068          0.00375698
3861           -0.447479          0.00336814
3862           -0.441975          0.00320645
3863           -0.439658          0.00334662
3864           -0.433338          0.00335239
3865           -0.446399          0.00364797
3866           -0.441149          0.00290484
3867            -0.44098          0.00299478
3868            -0.44064          0.00392197
3869            -0.44318          0.00452883
3870           -0.445924           0.0034278
3871           -0.439688          0.00450864
3872            -0.44082           0.0028994
3873           -0.436619          0.00437938
3874           -0.436276          0.00445531
3875           -0.440498          0.00458156
3876           -0.443959          0.00462635
3877           -0.443174          0.00364873
3878           -0.438143          0.00437664
3879           -0.451008          0.00309534
3880            -0.44076          0.00529887
3881           -0.445807          0.00316264
3882           -0.439318          0.00378043
3883           -0.437811          0.00406105
3884           -0.439928          0.00498868
3885           -0.440959          0.00539906
3886           -0.439598           0.0035318
3887            -0.44389          0.00473732
3888           -0.447588          0.00328408
3889           -0.443122          0.00448928
3890           -0.448458          0.00350472
3891           -0.447504          0.00346719
3892           -0.442126          0.00405575
3893           -0.435944          0.00344825
3894           -0.440838          0.00244692
3895           -0.441239          0.00427666
3896           -0.443411          0.00385386
3897           -0.441706          0.00355358
3898            -0.43997           0.0027173
3899           -0.437266          0.00604717
3900           -0.433072          0.00371483
3901           -0.442857          0.00368143
3902           -0.443015          0.00492161
3903           -0.435264          0.00427656
3904           -0.444332          0.00380959
3905           -0.432566          0.00387433
3906           -0.443891          0.00333042
3907           -0.438947          0.00376533
3908           -0.437906          0.00306592
3909            -0.44258          0.00415073
3910           -0.444945           0.0023896
3911           -0.438064          0.00386356
3912           -0.443691          0.00357648
3913           -0.442181          0.00323116
3914           -0.441109          0.00300872
3915           -0.450297          0.00372411
3916           -0.452427          0.00361775
3917           -0.441931          0.00343044
3918           -0.431665          0.00418334
3919           -0.431271          0.00521563
3920           -0.435619          0.00394263
3921           -0.432012          0.00476121
3922           -0.431704          0.00518984
3923              -0.452            0.004913
3924           -0.449837           0.0031094
3925           -0.447647          0.00381522
3926           -0.443944          0.00307876
3927           -0.441429          0.00223956
3928            -0.44442          0.00369072
3929           -0.446559          0.00332128
3930           -0.441436          0.00357321
3931           -0.445433           0.0034565
3932           -0.443487            0.003799
3933           -0.439728           0.0038114
3934           -0.442938          0.00366334
3935           -0.451064          0.00373549
3936           -0.447157          0.00334625
3937           -0.446786          0.00384052
3938           -0.435856          0.00392379
3939           -0.439572          0.00497801
3940           -0.430968          0.00566246
3941           -0.440319          0.00351162
3942            -0.44207          0.00338939
3943           -0.435458           0.0059965
3944           -0.435939          0.00543298
3945           -0.444256          0.00554312
3946           -0.442795           0.0045061
3947           -0.446063          0.00434341
3948           -0.445666          0.00345379
3949           -0.444095          0.00407741
3950           -0.446072          0.00376134
3951           -0.440584          0.00490004
3952           -0.440881          0.00527163
3953           -0.443418          0.00336346
3954           -0.447201          0.00381488
3955           -0.446644          0.00356197
3956           -0.436323          0.00577341
3957           -0.447985          0.00304567
3958           -0.446852          0.00214779
3959            -0.44572            0.003572
3960           -0.446788           0.0033996
3961           -0.434085          0.00739949
3962           -0.434959          0.00330586
3963            -0.44096          0.00439094
3964           -0.442743          0.00411401
3965           -0.447633          0.00350449
3966           -0.446192          0.00227925
3967           -0.443158          0.00344943
3968           -0.446672          0.00253187
3969           -0.443133          0.00490571
3970           -0.444903          0.00381624
3971           -0.442682          0.00345078
3972           -0.439209          0.00329789
3973           -0.445794          0.00306497
3974           -0.448574          0.00350251
3975           -0.447669          0.00275414
