# SAstep                 <H>               error
1030           -0.289228          0.00778662
1031           -0.277581           0.0065799
1032           -0.260528          0.00947963
1033           -0.259198          0.00812801
1034           -0.276905          0.00729115
1035           -0.265077          0.00655313
1036           -0.260001          0.00948191
1037           -0.254441          0.00529916
1038           -0.237645          0.00707544
1039           -0.210053          0.00683428
1040           -0.199081          0.00575024
1041           -0.146045           0.0062911
1042           -0.104592          0.00874678
1043           -0.109719          0.00724865
1044           -0.186855          0.00735249
1045           -0.185349          0.00669045
1046           -0.212802          0.00612018
1047           -0.198427           0.0061483
1048           -0.258825          0.00642934
1049           -0.276191          0.00874782
1050           -0.272211           0.0122848
1051            -0.28353          0.00826409
1052           -0.261509           0.0119404
1053           -0.242668           0.0133164
1054           -0.230142          0.00971305
1055           -0.255652           0.0147008
1056           -0.286359          0.00706965
1057           -0.260653           0.0148106
1058           -0.267831          0.00873705
1059            -0.25939           0.0122231
1060           -0.257095          0.00741049
1061           -0.243293           0.0163943
1062           -0.267073          0.00924773
1063           -0.244366           0.0106716
1064           -0.279898            0.010541
1065           -0.269344          0.00932584
1066            -0.26018           0.0115109
1067           -0.252171           0.0151128
1068           -0.228572           0.0168335
1069           -0.227073           0.0145331
1070           -0.207247            0.018044
1071           -0.154744           0.0188965
1072           -0.176746           0.0191673
1073           -0.129137           0.0277244
1074           -0.214029           0.0160723
1075           -0.208902           0.0191331
1076           -0.243295           0.0147875
1077           -0.240586           0.0162028
1078           -0.264765          0.00787926
1079           -0.217046           0.0185915
1080           -0.250146           0.0136313
1081           -0.234757           0.0117487
1082           -0.281291          0.00852812
1083           -0.252923            0.012081
1084           -0.248029           0.0121507
1085           -0.225035           0.0204493
1086            -0.20823            0.019186
1087           -0.186744           0.0153548
1088           -0.190132           0.0218194
1089           -0.173203           0.0173699
1090           -0.188741           0.0155603
1091            -0.17473           0.0177241
1092           -0.227102           0.0167522
1093           -0.180951           0.0219872
1094           -0.229044           0.0139123
1095           -0.225528           0.0142986
1096           -0.219819           0.0117091
1097           -0.216323           0.0138698
1098           -0.240053           0.0111707
1099           -0.251951           0.0100723
1100           -0.235905           0.0117619
1101           -0.234097          0.00830303
1102           -0.258029           0.0092508
1103           -0.189462          0.00653026
1104           -0.199186          0.00693517
1105           -0.212285          0.00679317
1106           -0.226181           0.0095627
1107           -0.210413          0.00795286
1108           -0.213659          0.00688544
1109           -0.231261          0.00928568
1110           -0.230304          0.00742111
1111           -0.191864          0.00725931
1112           -0.184832          0.00790599
1113           -0.178784           0.0089395
1114           -0.127096           0.0100287
1115           -0.157251          0.00950109
1116           -0.157961          0.00947366
1117           -0.185353          0.00642519
1118           -0.174955          0.00667937
1119           -0.198917          0.00896334
1120           -0.218691           0.0111541
1121           -0.186033          0.00977442
1122           -0.190774          0.00779882
1123           -0.208335          0.00764723
1124           -0.161329          0.00936647
1125           -0.134288            0.006195
1126           -0.167374          0.00887841
1127           -0.174788           0.0094347
1128           -0.146367          0.00963237
1129           -0.102924           0.0100608
1130           -0.104452          0.00839328
1131           -0.130074           0.0083561
1132           -0.116857           0.0075127
1133           -0.155319          0.00724824
1134           -0.147133          0.00879606
1135           -0.155316          0.00998321
1136            -0.20082          0.00718413
1137           -0.193639          0.00879495
1138            -0.17586          0.00666293
1139           -0.211282          0.00825781
1140           -0.208343          0.00787707
1141           -0.217061          0.00883603
1142           -0.214065          0.00697688
1143           -0.165292          0.00570688
1144           -0.180879           0.0088883
1145           -0.212978          0.00713443
1146           -0.212114           0.0110054
1147           -0.168001          0.00817348
1148           -0.168063           0.0073807
1149           -0.141027          0.00738192
1150           -0.163513          0.00719147
1151           -0.154635          0.00906915
1152           -0.213346          0.00939737
1153           -0.209106          0.00828953
1154           -0.186012           0.0115691
1155           -0.142926          0.00709293
1156           -0.162639          0.00841606
1157           -0.201897          0.00619251
1158           -0.230426          0.00708775
1159           -0.214962          0.00838782
1160             -0.1675          0.00852293
1161           -0.203017           0.0110703
1162           -0.242546          0.00802427
1163            -0.23372          0.00758619
1164           -0.257537          0.00726805
1165           -0.247195          0.00849372
1166           -0.252153          0.00820897
1167           -0.260624          0.00830082
1168           -0.249753          0.00893038
1169           -0.240568          0.00874916
1170           -0.253001          0.00945009
1171           -0.235028           0.0197036
1172           -0.247063           0.0153106
1173           -0.245431           0.0140407
1174           -0.243297           0.0106015
1175           -0.237577            0.022678
1176           -0.253571          0.00994392
1177           -0.258974           0.0130269
1178           -0.260805            0.011813
1179           -0.242301          0.00979798
1180           -0.275767           0.0109678
1181           -0.234943          0.00757895
1182            -0.20566          0.00763716
1183           -0.226515          0.00760369
1184           -0.238223          0.00848286
1185           -0.200209          0.00928314
1186           -0.211544          0.00983552
1187           -0.217747          0.00727657
1188           -0.232656          0.00737619
1189           -0.187023          0.00789033
1190           -0.191459          0.00714613
1191           -0.183874          0.00699408
1192           -0.219511           0.0055195
1193           -0.171897           0.0076586
1194            -0.17995          0.00648421
1195           -0.147984          0.00619466
1196           -0.171372          0.00908162
1197           -0.103424          0.00855828
1198           -0.133004          0.00809128
1199           -0.164453          0.00621641
1200           -0.164701          0.00938171
1201           -0.176192          0.00638933
1202           -0.152846           0.0119355
1203           -0.128053          0.00811821
1204           -0.103911           0.0105793
1205           -0.159474          0.00854612
1206           -0.179162          0.00914087
1207           -0.208493          0.00584096
1208           -0.248224          0.00815482
1209           -0.228747          0.00864263
1210           -0.261525           0.0107644
1211            -0.27161          0.00792656
1212           -0.269748          0.00802872
1213           -0.261344          0.00910907
1214           -0.238614           0.0134248
1215           -0.265532           0.0092977
1216            -0.23959           0.0157214
1217           -0.247628            0.012154
1218           -0.217767           0.0166939
1219           -0.241178           0.0144891
1220           -0.263207            0.014491
1221           -0.243146            0.012451
1222           -0.233271           0.0162619
1223           -0.256454          0.00977389
1224           -0.245348           0.0148135
1225            -0.25164           0.0129639
1226           -0.223628           0.0141301
1227           -0.199058           0.0231309
1228           -0.258792           0.0148509
1229           -0.235626            0.016246
1230           -0.233905           0.0118106
1231           -0.195601           0.0153119
1232           -0.181666           0.0268092
1233           -0.151891           0.0204253
1234           -0.114197           0.0209646
1235           -0.139894           0.0165146
1236           -0.140434           0.0173355
1237           -0.195867           0.0227261
1238           -0.104421           0.0397058
1239           -0.140383           0.0183564
1240           0.0564395           0.0446999
1241          -0.0750271           0.0255418
1242          -0.0667467           0.0327341
1243          -0.0743385           0.0274947
1244            -0.18385           0.0180458
1245            -0.15427           0.0326259
1246           -0.199499           0.0152964
1247           -0.204636             0.01836
1248           -0.226602           0.0119572
1249           -0.167906           0.0169113
1250           -0.217281           0.0166068
1251           -0.227394           0.0176748
1252           -0.208854           0.0214724
1253           -0.201182           0.0147365
1254           -0.210518           0.0181543
1255           -0.185929            0.014522
1256           -0.121418           0.0255436
1257           -0.144042           0.0275023
1258           -0.159738           0.0220475
1259           -0.211657           0.0126596
1260           -0.199512           0.0178861
1261           -0.125904           0.0288987
1262           -0.106665           0.0397241
1263           -0.070221           0.0388882
1264           -0.049028           0.0286998
1265          -0.0942959           0.0199727
1266           -0.184638           0.0219689
1267            -0.12813           0.0227551
1268          -0.0721605           0.0216646
1269           -0.169555           0.0226105
1270           -0.110863           0.0249701
1271           -0.162128           0.0212831
1272           -0.198991           0.0204622
1273           -0.147953           0.0217429
1274            -0.20321           0.0196329
1275           -0.250152           0.0102305
1276           -0.222279           0.0190138
1277           -0.225052           0.0158661
1278           -0.147804           0.0217328
1279           -0.142573           0.0199145
1280          -0.0602704           0.0413838
1281           -0.161404           0.0199266
1282           -0.221109            0.013687
1283           -0.231839           0.0148861
1284           -0.240959           0.0195199
1285           -0.258159           0.0108566
1286           -0.220889           0.0195267
1287             -0.1932           0.0283166
1288           -0.143155           0.0246318
1289           -0.199875           0.0238878
1290           -0.201052           0.0154237
1291           -0.189994           0.0188401
1292           -0.203486           0.0255221
1293            -0.22424           0.0123326
1294            -0.18116            0.017362
1295           -0.177785           0.0224075
1296           -0.232467           0.0146061
1297           -0.242661            0.015208
1298           -0.250151           0.0103153
1299           -0.273589           0.0113231
1300           -0.270955          0.00902327
1301           -0.250002          0.00761454
1302           -0.257982          0.00713595
1303           -0.246479          0.00863205
1304           -0.277659           0.0106692
1305           -0.264043          0.00667762
1306           -0.278454          0.00811551
1307           -0.274528          0.00641989
1308           -0.279328           0.0082732
1309           -0.293186          0.00739822
1310           -0.293205          0.00749119
1311           -0.319559          0.00774635
1312           -0.330203          0.00640436
1313           -0.352602          0.00671253
1314            -0.32399          0.00433195
1315           -0.361016          0.00659028
1316           -0.333781          0.00457405
1317           -0.333103          0.00625427
1318           -0.324136          0.00607933
1319           -0.303181          0.00486739
1320             -0.3021          0.00640549
1321           -0.263686          0.00628884
1322           -0.255567          0.00644206
1323           -0.249047          0.00718929
1324           -0.264058          0.00787489
1325           -0.189757          0.00561675
1326           -0.247499          0.00598233
1327           -0.237118          0.00582436
1328           -0.253706          0.00698381
1329           -0.248273          0.00616592
1330           -0.271258          0.00455344
1331           -0.270298          0.00629932
1332           -0.244628          0.00921216
1333           -0.218108          0.00590221
1334           -0.224306          0.00621838
1335           -0.229288          0.00760861
1336           -0.269637          0.00565463
1337           -0.250761          0.00700515
1338           -0.259406          0.00636306
1339           -0.284553          0.00587776
1340           -0.275948          0.00649494
1341           -0.271569           0.0145573
1342           -0.262615           0.0125026
1343           -0.268625          0.00861045
1344           -0.258729          0.00799578
1345           -0.268458          0.00672434
1346           -0.272155          0.00884286
1347            -0.24576          0.00773742
1348           -0.258498          0.00627117
1349           -0.202687          0.00698816
1350           -0.186645          0.00838406
1351           -0.201939          0.00593385
1352           -0.200258          0.00777991
1353           -0.224268          0.00879369
1354            -0.18901           0.0064373
1355           -0.181423          0.00940975
1356            -0.20956          0.00762682
1357           -0.202551          0.00537253
1358           -0.166017          0.00867959
1359           -0.212788          0.00868113
1360           -0.194232          0.00598542
1361           -0.226296           0.0102118
1362           -0.230976          0.00849939
1363           -0.207848          0.00838463
1364           -0.196642          0.00785723
1365           -0.186211          0.00767948
1366           -0.232222          0.00801547
1367           -0.221488           0.0073619
1368           -0.224909           0.0077757
1369           -0.186605          0.00680457
1370           -0.177638          0.00744699
1371           -0.178767          0.00698312
1372           -0.230833          0.00785868
1373           -0.280103           0.0060923
1374           -0.219475          0.00848134
1375           -0.162081           0.0085819
1376           -0.153608          0.00776753
1377            -0.12157          0.00881789
1378          -0.0948182           0.0102118
1379          -0.0532319           0.0103605
1380          -0.0482762          0.00725906
1381           0.0319838           0.0123959
1382          -0.0405554          0.00795434
1383          -0.0879602            0.010381
1384           -0.130215          0.00648544
1385          -0.0471271           0.0115389
1386          -0.0189357           0.0116989
1387          -0.0127159           0.0106576
1388          -0.0299363          0.00795436
1389          -0.0594976          0.00965967
1390           -0.133704          0.00695876
1391           -0.152766          0.00765481
1392           -0.160911          0.00669241
1393           -0.138696          0.00688347
1394           -0.154448          0.00666336
1395          -0.0650902          0.00887083
1396          -0.0582583           0.0077517
1397           -0.143304          0.00868155
1398           -0.163792          0.00738482
1399           -0.154947          0.00860884
1400           -0.206462          0.00803471
1401           -0.134799          0.00771301
1402           -0.101412          0.00833059
1403           -0.146404          0.00743545
1404           -0.201978          0.00839649
1405           -0.273644          0.00522353
1406           -0.302354          0.00636991
1407           -0.324803          0.00556546
1408           -0.344007          0.00714133
1409           -0.363682          0.00551245
1410             -0.3738          0.00503846
1411           -0.401571          0.00426894
1412           -0.381002          0.00667318
1413            -0.37845          0.00440378
1414           -0.334442          0.00396599
1415           -0.314668          0.00695716
1416           -0.340284          0.00573357
1417           -0.347076           0.0056424
1418           -0.352245          0.00596782
1419           -0.363434          0.00383527
1420           -0.319137          0.00653806
1421           -0.320218          0.00646371
1422           -0.317972          0.00504319
1423           -0.328406          0.00800884
1424           -0.325203           0.0134826
1425           -0.297207          0.00809727
1426           -0.327958          0.00812354
1427           -0.321917          0.00498306
1428           -0.326503          0.00407545
1429           -0.308235          0.00490482
1430           -0.345473          0.00516051
1431           -0.327024          0.00542474
1432            -0.32452          0.00444104
1433           -0.270852          0.00622929
1434           -0.256583          0.00742803
1435           -0.241749          0.00398316
1436            -0.18856          0.00733493
1437           -0.185428          0.00588421
1438           -0.215364          0.00608281
1439           -0.255257          0.00641729
1440           -0.205688          0.00730129
1441           -0.279524          0.00544821
1442           -0.330313          0.00468811
1443           -0.316984          0.00503773
1444            -0.36237          0.00422067
1445           -0.350881          0.00508938
1446           -0.335618          0.00524125
1447           -0.331902          0.00507809
1448           -0.326626          0.00420848
1449           -0.379539          0.00418687
1450           -0.394741          0.00285499
1451           -0.414875          0.00410734
1452           -0.410135           0.0034882
1453           -0.348312          0.00624508
1454           -0.373035          0.00586801
1455           -0.334049           0.0070423
1456           -0.348801          0.00596271
1457            -0.28456          0.00855886
1458           -0.253325          0.00820242
1459           -0.292166          0.00910056
1460           -0.266971          0.00899915
1461           -0.126625           0.0127969
1462          -0.0598285           0.0157289
1463           -0.181142           0.0132324
1464           -0.342053           0.0066578
1465           -0.218049          0.00993308
1466           -0.332124          0.00726075
1467           -0.266636           0.0114289
1468            -0.29099           0.0121575
1469           -0.296408          0.00963394
1470           -0.299072          0.00553253
1471            -0.33174          0.00453633
1472           -0.275018          0.00973405
1473           -0.239376          0.00680305
1474           -0.175573           0.0118106
1475           -0.167097          0.00993617
1476           -0.278674          0.00767213
1477           -0.336352          0.00484239
1478           -0.357054          0.00505978
1479           -0.358013          0.00646749
1480           -0.376708          0.00545171
1481            -0.38372          0.00560946
1482           -0.314395          0.00811212
1483            -0.31018          0.00777295
1484           -0.345301          0.00784526
1485            -0.34998          0.00897394
1486           -0.284109          0.00889417
1487           -0.318086           0.0092786
1488           -0.308322          0.00819237
1489           -0.203012           0.0172077
1490           -0.102908           0.0186522
1491           -0.129696           0.0171484
1492         -0.00413319           0.0193445
1493            0.183011           0.0205981
1494            0.103754           0.0190131
1495          -0.0925713            0.013367
1496          -0.0952452            0.012557
1497          -0.0065613            0.016059
1498          -0.0335984           0.0203558
1499            0.297055           0.0154207
1500            0.286063             0.02082
1501            0.147768           0.0196537
1502           -0.141279            0.016145
1503          -0.0480234            0.014203
1504          -0.0458207           0.0208772
1505          -0.0825922           0.0162317
1506          -0.0180949           0.0165873
1507           -0.102461           0.0164971
1508          0.00223725           0.0181761
1509           -0.149449           0.0118945
1510            -0.32303          0.00646805
1511           -0.357634          0.00966007
1512           -0.271085          0.00900686
1513           -0.371108          0.00625879
1514           -0.411762          0.00422542
1515           -0.432855          0.00481588
1516           -0.442767          0.00454432
1517           -0.406603          0.00799551
1518           -0.377148          0.00624944
1519           -0.372456          0.00754354
1520           -0.348565          0.00439263
1521           -0.374329          0.00609949
1522           -0.410578          0.00570556
1523           -0.404377          0.00409621
1524           -0.350278          0.00477753
1525            -0.38448          0.00345567
1526           -0.410012           0.0046277
1527           -0.347222          0.00601597
1528           -0.393434          0.00509497
1529           -0.424029          0.00494387
1530           -0.419439           0.0049334
1531           -0.386832          0.00668562
1532           -0.429364          0.00315762
1533           -0.446065          0.00295253
1534           -0.430656          0.00436614
1535           -0.420266           0.0063107
1536            -0.43765          0.00347904
1537           -0.417036          0.00744274
1538           -0.425422          0.00494156
1539           -0.438554          0.00512161
1540           -0.402974          0.00635713
1541           -0.404433          0.00778816
1542           -0.438786          0.00484323
1543           -0.413984          0.00619224
1544           -0.387705           0.0037837
1545            -0.37497           0.0051957
1546           -0.390094          0.00840436
1547           -0.329482          0.00521477
1548           -0.321634          0.00659154
1549            -0.31176          0.00914672
1550           -0.396975          0.00592319
1551           -0.344194          0.00821695
1552           -0.324578          0.00497095
1553           -0.207573          0.00914133
1554           -0.244448          0.00694421
1555          -0.0890243           0.0073947
1556           -0.272013           0.0072262
1557           -0.365238          0.00307819
1558           -0.386496          0.00504897
1559           -0.390043          0.00492562
1560           -0.376564          0.00464986
1561            -0.34955          0.00722944
1562           -0.414405          0.00483092
1563           -0.407387          0.00479446
1564           -0.399614           0.0055652
1565           -0.411207          0.00552751
1566           -0.414127          0.00319048
1567           -0.425117          0.00504674
1568           -0.399639          0.00969389
1569           -0.389707          0.00680165
1570           -0.421041          0.00443146
1571           -0.425913          0.00410448
1572           -0.435836          0.00494573
1573           -0.437948          0.00358464
1574           -0.410608          0.00709026
1575           -0.414737          0.00785992
1576            -0.41417          0.00552418
1577           -0.402932          0.00498588
1578           -0.396611          0.00584143
1579           -0.419824          0.00519981
1580           -0.393463           0.0059942
1581           -0.385277          0.00727271
1582           -0.390599          0.00953881
1583           -0.354768          0.00804387
1584           -0.357292           0.0131059
1585           -0.366078          0.00754074
1586           -0.366371           0.0106872
1587           -0.347213            0.015498
1588           -0.352669           0.0130323
1589           -0.355364          0.00926339
1590           -0.380156           0.0107676
1591           -0.389566           0.0112982
1592           -0.353448           0.0110219
1593           -0.354154           0.0102412
1594           -0.358382           0.0139874
1595           -0.336288           0.0140882
1596           -0.319487           0.0122879
1597           -0.351579           0.0117411
1598            -0.32284           0.0112762
1599           -0.373959          0.00950217
1600           -0.335082           0.0146498
1601           -0.340702           0.0111782
1602            -0.36027           0.0103672
1603           -0.403037          0.00626274
1604           -0.388818          0.00831541
1605             -0.3505          0.00781783
1606            -0.36253          0.00889501
1607           -0.345791           0.0089007
1608           -0.378051           0.0104715
1609           -0.363359           0.0081195
1610           -0.348274           0.0110865
1611           -0.377424          0.00606946
1612           -0.370202          0.00524688
1613           -0.328532          0.00485384
1614           -0.328141          0.00832995
1615           -0.358419          0.00446346
1616           -0.354855          0.00897089
1617           -0.354976          0.00495774
1618           -0.350358           0.0075193
1619           -0.365465          0.00823216
1620           -0.353199          0.00698565
1621           -0.391226           0.0119267
1622           -0.352483          0.00951554
1623           -0.404239          0.00661945
1624           -0.385699          0.00813097
1625           -0.411298          0.00701071
1626           -0.437878          0.00382042
1627           -0.431716          0.00415208
1628           -0.419221          0.00348986
1629           -0.429227          0.00332402
1630           -0.434797           0.0037669
1631           -0.433348          0.00390742
1632           -0.415139          0.00475144
1633           -0.404613          0.00778408
1634           -0.380383          0.00694247
1635           -0.367442           0.0114879
1636           -0.367627          0.00968018
1637           -0.350672          0.00756887
1638           -0.379653          0.00473261
1639           -0.400439          0.00511685
1640           -0.398955          0.00688129
1641           -0.389412          0.00569847
1642           -0.376864           0.0046213
1643            -0.39235          0.00519967
1644           -0.398051          0.00503454
1645           -0.425335          0.00312626
1646           -0.424704          0.00328421
1647           -0.450511          0.00368811
1648           -0.446322          0.00388334
1649           -0.429769          0.00579488
1650           -0.446585          0.00412832
1651           -0.420059          0.00547887
1652            -0.37977          0.00741213
1653           -0.258751          0.00831872
1654           -0.321308           0.0118881
1655           -0.362854           0.0065581
1656           -0.406139           0.0073308
1657           -0.369526          0.00662242
1658           -0.384274          0.00558751
1659           -0.361607           0.0073424
1660           -0.387694           0.0061409
1661           -0.363161          0.00670686
1662           -0.421701           0.0046759
1663           -0.421658          0.00530795
1664           -0.405785          0.00339234
1665           -0.367211          0.00644876
1666           -0.372138          0.00395668
1667           -0.396964          0.00351752
1668           -0.420057          0.00561093
1669           -0.397302          0.00996095
1670           -0.414606          0.00725292
1671           -0.428329          0.00523075
1672           -0.435517          0.00695195
1673           -0.423679          0.00504045
1674           -0.391842          0.00834361
1675           -0.328513             0.01382
1676           -0.289733           0.0305208
1677            -0.32268           0.0118183
1678           -0.358369           0.0110846
1679           -0.284805           0.0125369
1680            -0.25709           0.0187381
1681           -0.236798           0.0215086
1682           -0.304509           0.0116996
1683            -0.33544          0.00879859
1684           -0.284247           0.0136832
1685           -0.265829            0.011038
1686           -0.283967           0.0172704
1687           -0.302816           0.0129814
1688           -0.274458           0.0173892
1689           -0.323375            0.012122
1690           -0.336112            0.010405
1691           -0.350395          0.00825272
1692           -0.351748          0.00940039
1693           -0.363057          0.00798416
1694           -0.333226           0.0126826
1695           -0.292416           0.0126613
1696           -0.331771           0.0145633
1697           -0.358965           0.0118272
1698           -0.380854          0.00792242
1699           -0.347767           0.0116481
1700           -0.390974          0.00697922
1701           -0.420369          0.00477451
1702           -0.433015          0.00697305
1703           -0.439646          0.00321203
1704            -0.44407          0.00475229
1705           -0.422873          0.00612935
1706           -0.429682          0.00600359
1707           -0.437118          0.00392149
1708           -0.405813          0.00820144
1709           -0.436543          0.00356946
1710           -0.415819          0.00432272
1711           -0.399423          0.00423329
1712           -0.375795            0.002963
1713           -0.375192          0.00387411
1714           -0.334575          0.00506479
1715            -0.31523          0.00488626
1716           -0.286879          0.00578453
1717            -0.32461          0.00618029
1718            -0.33139          0.00633016
1719           -0.305619          0.00640131
1720           -0.303465          0.00644675
1721           -0.308688          0.00630202
1722           -0.350423          0.00441493
1723           -0.368492          0.00447753
1724           -0.373411          0.00508045
1725           -0.399605          0.00531293
1726           -0.366996          0.00415755
1727            -0.27411          0.00758734
1728           -0.225417          0.00921696
1729           -0.287929          0.00817587
1730           -0.221998          0.00996831
1731           -0.275178          0.00910198
1732            -0.17727           0.0145246
1733           -0.262753          0.00738652
1734           -0.250584            0.005687
1735           -0.277674           0.0100171
1736           -0.244559          0.00726347
1737            -0.24229          0.00810971
1738           -0.252223           0.0124922
1739           -0.253196           0.0083128
1740           -0.115976           0.0153357
1741          0.00131795           0.0105602
1742            0.200157           0.0215741
1743            0.200806           0.0223175
1744            0.130394           0.0121112
1745            0.557811           0.0272769
1746            0.503119            0.027228
1747            0.348729           0.0320982
1748           0.0968725           0.0127468
1749          -0.0493709           0.0112278
1750           -0.124047           0.0103874
1751           -0.239115          0.00836007
1752           -0.274847          0.00695411
1753           -0.223099           0.0101888
1754           -0.296633          0.00783816
1755           -0.210931            0.012358
1756           -0.305092          0.00814072
1757           -0.167383          0.00846371
1758          0.00195609           0.0210986
1759           0.0119195            0.017221
1760           0.0191238           0.0134486
1761          0.00307435           0.0124395
1762           0.0183117           0.0127456
1763            0.137826           0.0127684
1764           0.0881472           0.0117231
1765            0.252293           0.0148776
1766             0.21216           0.0116234
1767            0.246627           0.0202694
1768            0.209813            0.016613
1769            0.279654           0.0207968
1770           0.0286228           0.0151352
1771           0.0291309           0.0115693
1772          -0.0780063           0.0113581
1773           -0.110063           0.0140326
1774           -0.112856          0.00728741
1775           -0.142735           0.0085739
1776            -0.24354          0.00706983
1777           -0.283302          0.00696439
1778           -0.257064          0.00800513
1779           -0.230551          0.00829692
1780           -0.255065          0.00860961
1781           -0.296838          0.00722235
1782           -0.259381          0.00622202
1783            -0.29782          0.00804968
1784            -0.30349          0.00538931
1785           -0.222308          0.00892179
1786           -0.247034          0.00857401
1787          -0.0344833           0.0149243
1788          -0.0254066           0.0133368
1789          -0.0947221          0.00796533
1790           -0.188409          0.00745633
1791           -0.137616           0.0128198
1792          -0.0548626           0.0131223
1793            -0.03413            0.010119
1794           -0.113928          0.00778296
1795           -0.183698          0.00935931
1796           -0.210369          0.00702649
1797           -0.259119          0.00541377
1798           -0.179936          0.00922316
1799           -0.224929          0.00643879
1800            -0.28228          0.00626926
1801           -0.340357           0.0056461
1802           -0.364534          0.00609806
1803           -0.390096          0.00443988
1804           -0.417917          0.00314135
1805           -0.407358          0.00458205
1806           -0.421487          0.00383334
1807           -0.420324          0.00566222
1808           -0.393593          0.00678789
1809           -0.427374          0.00433747
1810           -0.443822           0.0031761
1811           -0.445163          0.00363334
1812           -0.447636          0.00336388
1813           -0.418391          0.00336316
1814           -0.416164          0.00636037
1815           -0.405452          0.00732831
1816           -0.366874           0.0089975
1817           -0.341867           0.0089707
1818           -0.315646           0.0104555
1819           -0.221026           0.0161117
1820           -0.279226           0.0149718
1821            -0.30914          0.00779744
1822           -0.328701          0.00980409
1823           -0.285866           0.0073528
1824            -0.30205          0.00656559
1825           -0.278113          0.00452467
1826           -0.210794          0.00751267
1827           -0.120385          0.00558115
1828           -0.172652          0.00581498
1829           -0.182482           0.0120499
1830           -0.203438          0.00993168
1831           -0.283876          0.00882649
1832           -0.283002          0.00588832
1833           -0.200112          0.00716474
1834           -0.184707          0.00942251
1835           -0.256075          0.00997408
1836           -0.224589          0.00916866
1837           -0.258601          0.00981316
1838           -0.184916          0.00620516
1839           -0.167453          0.00652237
1840           -0.258756          0.00895911
1841           -0.181866           0.0156607
1842           -0.203016          0.00918484
1843           -0.214835           0.0070951
1844           -0.199278           0.0116862
1845           -0.270487           0.0121901
1846           -0.271415          0.00605124
1847           -0.300988          0.00925211
1848           -0.242466          0.00720168
1849           -0.290061          0.00991833
1850           -0.362577          0.00470755
1851            -0.39597          0.00640313
1852           -0.399892          0.00387652
1853           -0.384785          0.00781875
1854            -0.40753          0.00623387
1855           -0.389123          0.00759427
1856           -0.349312           0.0110043
1857           -0.364358          0.00977468
1858           -0.391123          0.00906683
1859           -0.335293           0.0135918
1860           -0.395288          0.00812537
1861           -0.424545          0.00699821
1862           -0.377002           0.0137539
1863           -0.333133           0.0110023
1864           -0.329633           0.0109599
1865           -0.254538           0.0175447
1866           -0.318805           0.0099164
1867           -0.238706           0.0135566
1868           -0.263313           0.0182794
1869           -0.312382           0.0152552
1870           -0.337182           0.0148156
1871            -0.36953          0.00974928
1872           -0.345876           0.0124757
1873           -0.287518           0.0159655
1874           -0.350662          0.00952381
1875           -0.369982          0.00813382
1876           -0.345726          0.00880007
1877           -0.351596          0.00658016
1878           -0.333317          0.00798188
1879           -0.338361          0.00992611
1880           -0.345034          0.00540523
1881           -0.343954          0.00399339
1882           -0.339005           0.0086352
1883           -0.354075          0.00438733
1884           -0.364521          0.00650036
1885            -0.31842          0.00445789
1886           -0.298147          0.00562544
1887           -0.291516          0.00631384
1888           -0.313392          0.00622291
1889           -0.272574           0.0068211
1890           -0.314421          0.00597954
1891           -0.310516           0.0044712
1892           -0.309081          0.00569381
1893           -0.338046          0.00550972
1894           -0.375515          0.00394938
1895           -0.332385          0.00603223
1896            -0.31413          0.00465486
1897            -0.29625          0.00559136
1898           -0.293248          0.00782777
1899           -0.343312          0.00883028
1900           -0.372227          0.00567943
1901           -0.264884          0.00899101
1902            -0.29889           0.0064245
1903           -0.237618          0.00448911
1904           -0.281709          0.00824734
1905           -0.270609          0.00565517
1906           -0.344919          0.00562257
1907           -0.362532          0.00434391
1908           -0.370742          0.00403538
1909           -0.394519          0.00364222
1910           -0.415505            0.003642
1911           -0.361132          0.00506267
1912           -0.360661          0.00700737
1913           -0.354323          0.00688257
1914           -0.348592          0.00747728
1915           -0.364829          0.00793059
1916           -0.361413          0.00604286
1917           -0.384234          0.00511682
1918           -0.370891          0.00818078
1919           -0.394861          0.00429876
1920           -0.381043          0.00585615
1921           -0.413363          0.00379508
1922           -0.381077          0.00398525
1923           -0.391061           0.0045449
1924           -0.406083          0.00362339
1925           -0.406078          0.00373588
1926           -0.397428          0.00773351
1927           -0.405359          0.00603816
1928           -0.402815          0.00789471
1929           -0.406543          0.00635759
1930           -0.388255          0.00503958
1931           -0.372636          0.00402606
1932           -0.388703          0.00385864
1933           -0.357408          0.00527542
1934           -0.328029          0.00397113
1935           -0.331724          0.00603296
1936           -0.301084          0.00534783
1937           -0.297216          0.00619172
1938           -0.276132          0.00556428
1939             -0.2445          0.00628443
1940           -0.258609          0.00756337
1941           -0.269298          0.00676585
1942           -0.275197          0.00673842
1943           -0.275727          0.00417941
1944           -0.238834          0.00533047
1945           -0.246734          0.00682683
1946           -0.230574          0.00795579
1947           -0.197855          0.00727458
1948           -0.228655          0.00790279
1949           -0.232509           0.0102961
1950           -0.210072          0.00535395
1951           -0.234718          0.00621193
1952            -0.23255          0.00635592
1953           -0.251309          0.00933904
1954           -0.279007          0.00743116
1955           -0.276725          0.00851835
1956           -0.260177           0.0115785
1957           -0.270708          0.00633878
1958           -0.280263          0.00881215
1959           -0.270378           0.0109766
1960           -0.239923            0.013086
1961            -0.28587           0.0105588
1962           -0.273134          0.00862342
