   1.0000e+00   1.3575e+01   3.7312e+01
   9.8000e+01   1.2516e+01   3.8017e+01
   6.6000e+01   1.3352e+01   3.8111e+01
   2.0000e+01   1.4063e+01   3.7490e+01
   3.2000e+01   1.4281e+01   3.7567e+01
   7.8000e+01   1.4721e+01   3.6922e+01
   9.1000e+01   1.5291e+01   3.7065e+01
   2.4000e+01   1.5087e+01   3.7502e+01
   8.0000e+01   1.5640e+01   3.8104e+01
   5.6000e+01   1.5554e+01   3.8194e+01
   1.0800e+02   1.6099e+01   3.8627e+01
   2.5000e+01   1.6432e+01   3.8830e+01
   3.0000e+01   1.6878e+01   3.9187e+01
   2.8000e+01   1.6333e+01   3.9597e+01
   5.5000e+01   1.6474e+01   4.0448e+01
   7.6000e+01   1.5822e+01   4.0517e+01
   8.6000e+01   1.5311e+01   4.0419e+01
   8.0000e+00   1.5141e+01   4.0997e+01
   6.0000e+01   1.4249e+01   4.0836e+01
   2.3000e+01   1.4117e+01   4.1204e+01
   4.3000e+01   1.4208e+01   4.1650e+01
   3.8000e+01   1.3576e+01   4.1629e+01
   4.6000e+01   1.3013e+01   4.1460e+01
   8.4000e+01   1.2483e+01   4.1893e+01
   8.2000e+01   1.2886e+01   4.2415e+01
   9.5000e+01   1.2440e+01   4.2654e+01
   1.1000e+02   1.1949e+01   4.2493e+01
   4.1000e+01   1.1288e+01   4.2775e+01
   9.7000e+01   9.6678e+00   3.9971e+01
   1.9000e+01   9.1133e+00   3.9217e+01
   2.2000e+01   8.5403e+00   3.9307e+01
   8.7000e+01   8.7651e+00   3.9494e+01
   6.4000e+01   8.6796e+00   4.0027e+01
   6.2000e+01   9.3424e+00   4.0128e+01
   8.8000e+01   8.9220e+00   4.0778e+01
   6.3000e+01   9.5067e+00   4.0925e+01
   4.9000e+01   1.0340e+01   4.2790e+01
   9.0000e+01   1.1468e+01   4.3167e+01
   5.0000e+00   1.1764e+01   4.3517e+01
   3.5000e+01   1.1256e+01   4.3770e+01
   7.7000e+01   1.1094e+01   4.3936e+01
   7.4000e+01   1.0869e+01   4.3974e+01
   7.3000e+01   1.0402e+01   4.3716e+01
   5.1000e+01   1.0454e+01   4.4018e+01
   5.8000e+01   1.0936e+01   4.4538e+01
   8.1000e+01   1.0594e+01   4.4609e+01
   6.7000e+01   1.0328e+01   4.4801e+01
   5.4000e+01   1.0053e+01   4.4213e+01
   4.4000e+01   9.6912e+00   4.4238e+01
   7.2000e+01   9.6665e+00   4.4848e+01
   5.0000e+01   9.4917e+00   4.5261e+01
   6.8000e+01   9.1378e+00   4.5037e+01
   3.9000e+01   8.9339e+00   4.4407e+01
   2.0000e+00   8.7450e+00   4.4835e+01
   7.0000e+00   8.2027e+00   4.4826e+01
   8.9000e+01   8.2526e+00   4.4233e+01
   4.2000e+01   7.8667e+00   4.3958e+01
   3.1000e+01   7.5581e+00   4.4458e+01
   9.6000e+01   7.6825e+00   4.5068e+01
   4.0000e+00   7.3197e+00   4.5737e+01
   1.4000e+01   8.0869e+00   4.5567e+01
   1.0600e+02   8.3463e+00   4.5555e+01
   6.1000e+01   8.5460e+00   4.5584e+01
   1.0500e+02   8.3836e+00   4.6116e+01
   1.0300e+02   8.7541e+00   4.5840e+01
   2.7000e+01   9.1494e+00   4.5939e+01
   5.7000e+01   9.1896e+00   4.5464e+01
   5.9000e+01   9.2788e+00   4.5640e+01
   4.8000e+01   9.4120e+00   4.5901e+01
   1.3000e+01   9.7542e+00   4.5757e+01
   2.9000e+01   1.0037e+01   4.5221e+01
   5.3000e+01   1.0671e+01   4.5169e+01
   1.7000e+01   1.0426e+01   4.5780e+01
   9.2000e+01   1.0258e+01   4.6323e+01
   1.6000e+01   1.1230e+01   4.6656e+01
   9.9000e+01   1.1126e+01   4.6066e+01
   1.0700e+02   1.0992e+01   4.5438e+01
   1.0900e+02   1.1406e+01   4.5635e+01
   6.5000e+01   1.1873e+01   4.5408e+01
   1.1000e+01   1.2079e+01   4.6281e+01
   1.0000e+02   1.2206e+01   4.5807e+01
   7.5000e+01   1.2660e+01   4.5956e+01
   1.0200e+02   1.3236e+01   4.6063e+01
   4.0000e+01   1.3625e+01   4.5944e+01
   1.0100e+02   1.3777e+01   4.5650e+01
   1.0400e+02   1.2335e+01   4.5437e+01
   8.5000e+01   1.2274e+01   4.4977e+01
   1.5000e+01   1.1343e+01   4.4494e+01
   3.4000e+01   1.1828e+01   4.4767e+01
   7.9000e+01   1.2059e+01   4.4364e+01
   3.7000e+01   1.2014e+01   4.4023e+01
   8.3000e+01   1.2631e+01   4.3947e+01
   7.0000e+01   1.2701e+01   4.3694e+01
   6.9000e+01   1.2403e+01   4.3107e+01
   5.2000e+01   1.3151e+01   4.3153e+01
   3.0000e+00   1.3219e+01   4.3480e+01
   3.3000e+01   1.3639e+01   4.3092e+01
   6.0000e+00   1.3540e+01   4.2883e+01
   9.4000e+01   1.3698e+01   4.2658e+01
   4.5000e+01   1.3610e+01   4.2137e+01
   7.1000e+01   1.3958e+01   4.2310e+01
   2.6000e+01   1.4416e+01   4.2103e+01
   2.1000e+01   1.4826e+01   4.1717e+01
   1.2000e+01   1.4706e+01   4.1248e+01
   3.6000e+01   1.5453e+01   4.1503e+01
   1.0000e+01   1.6147e+01   4.1180e+01
   9.0000e+00   1.6862e+01   4.1126e+01
   9.3000e+01   1.7081e+01   4.0549e+01
   1.8000e+01   1.7688e+01   4.0636e+01
   4.7000e+01   1.8226e+01   4.0152e+01

